,Time,Event,Part,Process,Machine
6466,48386.97520499037,Routing Start,Source_jobtype1_811,Source_jobtype1,
6467,48386.97520499037,Routing Finish,Source_jobtype1_811,M1,
6468,48435.93253564845,Part Created,Source_jobtype1_812,Source_jobtype1,
6469,48435.93253564845,Routing Start,Source_jobtype1_812,Source_jobtype1,
6470,48435.93253564845,Routing Finish,Source_jobtype1_812,M1,
6471,48514.63726710001,Part Created,Source_jobtype1_813,Source_jobtype1,
6472,48514.63726710001,Routing Start,Source_jobtype1_813,Source_jobtype1,
6473,48514.63726710001,Routing Finish,Source_jobtype1_813,M1,
6474,48517.988479426975,Ops1-1 Finish,Source_jobtype1_806,M1,
6475,48517.988479426975,Routing Start,Source_jobtype1_806,M1,
6476,48517.988479426975,Part Completed,Source_jobtype1_806,Sink,
6477,48517.988479426975,Part transferred,Source_jobtype1_807,M1,
6478,48517.988479426975,Ops1-1 Start,Source_jobtype1_807,M1,
6479,48521.089821601134,Ops1-1 Finish,Source_jobtype1_807,M1,
6480,48521.089821601134,Routing Start,Source_jobtype1_807,M1,
6481,48521.089821601134,Part Completed,Source_jobtype1_807,Sink,
6482,48521.089821601134,Part transferred,Source_jobtype1_808,M1,
6483,48521.089821601134,Ops1-1 Start,Source_jobtype1_808,M1,
6484,48552.18964277896,Part Created,Source_jobtype1_814,Source_jobtype1,
6485,48552.18964277896,Routing Start,Source_jobtype1_814,Source_jobtype1,
6486,48552.18964277896,Routing Finish,Source_jobtype1_814,M1,
6487,48562.40053460833,Ops1-1 Finish,Source_jobtype1_808,M1,
6488,48562.40053460833,Routing Start,Source_jobtype1_808,M1,
6489,48562.40053460833,Part Completed,Source_jobtype1_808,Sink,
6490,48562.40053460833,Part transferred,Source_jobtype1_809,M1,
6491,48562.40053460833,Ops1-1 Start,Source_jobtype1_809,M1,
6492,48572.037492755364,Ops1-1 Finish,Source_jobtype1_809,M1,
6493,48572.037492755364,Routing Start,Source_jobtype1_809,M1,
6494,48572.037492755364,Part Completed,Source_jobtype1_809,Sink,
6495,48572.037492755364,Part transferred,Source_jobtype1_810,M1,
6496,48572.037492755364,Ops1-1 Start,Source_jobtype1_810,M1,
6497,48630.597430678776,Ops1-1 Finish,Source_jobtype1_810,M1,
6498,48630.597430678776,Routing Start,Source_jobtype1_810,M1,
6499,48630.597430678776,Part Completed,Source_jobtype1_810,Sink,
6500,48630.597430678776,Part transferred,Source_jobtype1_811,M1,
6501,48630.597430678776,Ops1-1 Start,Source_jobtype1_811,M1,
6502,48641.81299786589,Ops1-1 Finish,Source_jobtype1_811,M1,
6503,48641.81299786589,Routing Start,Source_jobtype1_811,M1,
6504,48641.81299786589,Part Completed,Source_jobtype1_811,Sink,
6505,48641.81299786589,Part transferred,Source_jobtype1_812,M1,
6506,48641.81299786589,Ops1-1 Start,Source_jobtype1_812,M1,
6507,48680.187969167215,Ops1-1 Finish,Source_jobtype1_812,M1,
6508,48680.187969167215,Routing Start,Source_jobtype1_812,M1,
6509,48680.187969167215,Part Completed,Source_jobtype1_812,Sink,
6510,48680.187969167215,Part transferred,Source_jobtype1_813,M1,
6511,48680.187969167215,Ops1-1 Start,Source_jobtype1_813,M1,
6512,48685.27169335233,Ops1-1 Finish,Source_jobtype1_813,M1,
6513,48685.27169335233,Routing Start,Source_jobtype1_813,M1,
6514,48685.27169335233,Part Completed,Source_jobtype1_813,Sink,
6515,48685.27169335233,Part transferred,Source_jobtype1_814,M1,
6516,48685.27169335233,Ops1-1 Start,Source_jobtype1_814,M1,
6517,48715.197276244624,Ops1-1 Finish,Source_jobtype1_814,M1,
6518,48715.197276244624,Routing Start,Source_jobtype1_814,M1,
6519,48715.197276244624,Part Completed,Source_jobtype1_814,Sink,
6520,48741.86184841668,Part Created,Source_jobtype1_815,Source_jobtype1,
6521,48741.86184841668,Routing Start,Source_jobtype1_815,Source_jobtype1,
6522,48741.86184841668,Routing Finish,Source_jobtype1_815,M1,
6523,48741.86184841668,Part transferred,Source_jobtype1_815,M1,
6524,48741.86184841668,Ops1-1 Start,Source_jobtype1_815,M1,
6525,48763.21453649095,Ops1-1 Finish,Source_jobtype1_815,M1,
6526,48763.21453649095,Routing Start,Source_jobtype1_815,M1,
6527,48763.21453649095,Part Completed,Source_jobtype1_815,Sink,
6528,48826.53724792923,Part Created,Source_jobtype1_816,Source_jobtype1,
6529,48826.53724792923,Routing Start,Source_jobtype1_816,Source_jobtype1,
6530,48826.53724792923,Routing Finish,Source_jobtype1_816,M1,
6531,48826.53724792923,Part transferred,Source_jobtype1_816,M1,
6532,48826.53724792923,Ops1-1 Start,Source_jobtype1_816,M1,
6533,48892.13892430179,Part Created,Source_jobtype1_817,Source_jobtype1,
6534,48892.13892430179,Routing Start,Source_jobtype1_817,Source_jobtype1,
6535,48892.13892430179,Routing Finish,Source_jobtype1_817,M1,
6536,48905.88438007505,Ops1-1 Finish,Source_jobtype1_816,M1,
6537,48905.88438007505,Routing Start,Source_jobtype1_816,M1,
6538,48905.88438007505,Part Completed,Source_jobtype1_816,Sink,
6539,48905.88438007505,Part transferred,Source_jobtype1_817,M1,
6540,48905.88438007505,Ops1-1 Start,Source_jobtype1_817,M1,
6541,48919.25496446082,Ops1-1 Finish,Source_jobtype1_817,M1,
6542,48919.25496446082,Routing Start,Source_jobtype1_817,M1,
6543,48919.25496446082,Part Completed,Source_jobtype1_817,Sink,
6544,49049.32300586404,Part Created,Source_jobtype1_818,Source_jobtype1,
6545,49049.32300586404,Routing Start,Source_jobtype1_818,Source_jobtype1,
6546,49049.32300586404,Routing Finish,Source_jobtype1_818,M1,
6547,49049.32300586404,Part transferred,Source_jobtype1_818,M1,
6548,49049.32300586404,Ops1-1 Start,Source_jobtype1_818,M1,
6549,49057.59127313016,Ops1-1 Finish,Source_jobtype1_818,M1,
6550,49057.59127313016,Routing Start,Source_jobtype1_818,M1,
6551,49057.59127313016,Part Completed,Source_jobtype1_818,Sink,
6552,49079.90417383891,Part Created,Source_jobtype1_819,Source_jobtype1,
6553,49079.90417383891,Routing Start,Source_jobtype1_819,Source_jobtype1,
6554,49079.90417383891,Routing Finish,Source_jobtype1_819,M1,
6555,49079.90417383891,Part transferred,Source_jobtype1_819,M1,
6556,49079.90417383891,Ops1-1 Start,Source_jobtype1_819,M1,
6557,49210.76962869684,Ops1-1 Finish,Source_jobtype1_819,M1,
6558,49210.76962869684,Routing Start,Source_jobtype1_819,M1,
6559,49210.76962869684,Part Completed,Source_jobtype1_819,Sink,
6560,49373.3434715618,Part Created,Source_jobtype1_820,Source_jobtype1,
6561,49373.3434715618,Routing Start,Source_jobtype1_820,Source_jobtype1,
6562,49373.3434715618,Routing Finish,Source_jobtype1_820,M1,
6563,49373.3434715618,Part transferred,Source_jobtype1_820,M1,
6564,49373.3434715618,Ops1-1 Start,Source_jobtype1_820,M1,
6565,49419.92960748974,Part Created,Source_jobtype1_821,Source_jobtype1,
6566,49419.92960748974,Routing Start,Source_jobtype1_821,Source_jobtype1,
6567,49419.92960748974,Routing Finish,Source_jobtype1_821,M1,
6568,49464.08762480764,Part Created,Source_jobtype1_822,Source_jobtype1,
6569,49464.08762480764,Routing Start,Source_jobtype1_822,Source_jobtype1,
6570,49464.08762480764,Routing Finish,Source_jobtype1_822,M1,
6571,49465.612021164896,Ops1-1 Finish,Source_jobtype1_820,M1,
6572,49465.612021164896,Routing Start,Source_jobtype1_820,M1,
6573,49465.612021164896,Part Completed,Source_jobtype1_820,Sink,
6574,49465.612021164896,Part transferred,Source_jobtype1_821,M1,
6575,49465.612021164896,Ops1-1 Start,Source_jobtype1_821,M1,
6576,49470.27947014205,Ops1-1 Finish,Source_jobtype1_821,M1,
6577,49470.27947014205,Routing Start,Source_jobtype1_821,M1,
6578,49470.27947014205,Part Completed,Source_jobtype1_821,Sink,
6579,49470.27947014205,Part transferred,Source_jobtype1_822,M1,
6580,49470.27947014205,Ops1-1 Start,Source_jobtype1_822,M1,
6581,49522.71151572494,Part Created,Source_jobtype1_823,Source_jobtype1,
6582,49522.71151572494,Routing Start,Source_jobtype1_823,Source_jobtype1,
6583,49522.71151572494,Routing Finish,Source_jobtype1_823,M1,
6584,49530.90975583868,Part Created,Source_jobtype1_824,Source_jobtype1,
6585,49530.90975583868,Routing Start,Source_jobtype1_824,Source_jobtype1,
6586,49530.90975583868,Routing Finish,Source_jobtype1_824,M1,
6587,49540.65954189984,Ops1-1 Finish,Source_jobtype1_822,M1,
6588,49540.65954189984,Routing Start,Source_jobtype1_822,M1,
6589,49540.65954189984,Part Completed,Source_jobtype1_822,Sink,
6590,49540.65954189984,Part transferred,Source_jobtype1_823,M1,
6591,49540.65954189984,Ops1-1 Start,Source_jobtype1_823,M1,
6592,49616.82899525078,Ops1-1 Finish,Source_jobtype1_823,M1,
6593,49616.82899525078,Routing Start,Source_jobtype1_823,M1,
6594,49616.82899525078,Part Completed,Source_jobtype1_823,Sink,
6595,49616.82899525078,Part transferred,Source_jobtype1_824,M1,
6596,49616.82899525078,Ops1-1 Start,Source_jobtype1_824,M1,
6597,49635.8550799348,Part Created,Source_jobtype1_825,Source_jobtype1,
6598,49635.8550799348,Routing Start,Source_jobtype1_825,Source_jobtype1,
6599,49635.8550799348,Routing Finish,Source_jobtype1_825,M1,
6600,49638.0649020179,Part Created,Source_jobtype1_826,Source_jobtype1,
6601,49638.0649020179,Routing Start,Source_jobtype1_826,Source_jobtype1,
6602,49638.0649020179,Routing Finish,Source_jobtype1_826,M1,
6603,49659.73414442099,Part Created,Source_jobtype1_827,Source_jobtype1,
6604,49659.73414442099,Routing Start,Source_jobtype1_827,Source_jobtype1,
6605,49659.73414442099,Routing Finish,Source_jobtype1_827,M1,
6606,49678.053352771734,Part Created,Source_jobtype1_828,Source_jobtype1,
6607,49678.053352771734,Routing Start,Source_jobtype1_828,Source_jobtype1,
6608,49678.053352771734,Routing Finish,Source_jobtype1_828,M1,
6609,49678.506748705455,Ops1-1 Finish,Source_jobtype1_824,M1,
6610,49678.506748705455,Routing Start,Source_jobtype1_824,M1,
6611,49678.506748705455,Part Completed,Source_jobtype1_824,Sink,
6612,49678.506748705455,Part transferred,Source_jobtype1_825,M1,
6613,49678.506748705455,Ops1-1 Start,Source_jobtype1_825,M1,
6614,49683.09293073407,Ops1-1 Finish,Source_jobtype1_825,M1,
6615,49683.09293073407,Routing Start,Source_jobtype1_825,M1,
6616,49683.09293073407,Part Completed,Source_jobtype1_825,Sink,
6617,49683.09293073407,Part transferred,Source_jobtype1_826,M1,
6618,49683.09293073407,Ops1-1 Start,Source_jobtype1_826,M1,
6619,49704.843368492904,Part Created,Source_jobtype1_829,Source_jobtype1,
6620,49704.843368492904,Routing Start,Source_jobtype1_829,Source_jobtype1,
6621,49704.843368492904,Routing Finish,Source_jobtype1_829,M1,
6622,49753.26294961869,Part Created,Source_jobtype1_830,Source_jobtype1,
6623,49753.26294961869,Routing Start,Source_jobtype1_830,Source_jobtype1,
6624,49753.26294961869,Routing Finish,Source_jobtype1_830,M1,
6625,49775.13883693555,Part Created,Source_jobtype1_831,Source_jobtype1,
6626,49775.13883693555,Routing Start,Source_jobtype1_831,Source_jobtype1,
6627,49775.13883693555,Routing Finish,Source_jobtype1_831,M1,
6628,49805.48728280194,Part Created,Source_jobtype1_832,Source_jobtype1,
6629,49805.48728280194,Routing Start,Source_jobtype1_832,Source_jobtype1,
6630,49805.48728280194,Routing Finish,Source_jobtype1_832,M1,
6631,49821.290495778674,Ops1-1 Finish,Source_jobtype1_826,M1,
6632,49821.290495778674,Routing Start,Source_jobtype1_826,M1,
6633,49821.290495778674,Part Completed,Source_jobtype1_826,Sink,
6634,49821.290495778674,Part transferred,Source_jobtype1_827,M1,
6635,49821.290495778674,Ops1-1 Start,Source_jobtype1_827,M1,
6636,49841.0530989365,Part Created,Source_jobtype1_833,Source_jobtype1,
6637,49841.0530989365,Routing Start,Source_jobtype1_833,Source_jobtype1,
6638,49841.0530989365,Routing Finish,Source_jobtype1_833,M1,
6639,49867.179379289715,Ops1-1 Finish,Source_jobtype1_827,M1,
6640,49867.179379289715,Routing Start,Source_jobtype1_827,M1,
6641,49867.179379289715,Part Completed,Source_jobtype1_827,Sink,
6642,49867.179379289715,Part transferred,Source_jobtype1_828,M1,
6643,49867.179379289715,Ops1-1 Start,Source_jobtype1_828,M1,
6644,49884.55359405922,Part Created,Source_jobtype1_834,Source_jobtype1,
6645,49884.55359405922,Routing Start,Source_jobtype1_834,Source_jobtype1,
6646,49884.55359405922,Routing Finish,Source_jobtype1_834,M1,
6647,49925.77914483447,Part Created,Source_jobtype1_835,Source_jobtype1,
6648,49925.77914483447,Routing Start,Source_jobtype1_835,Source_jobtype1,
6649,49925.77914483447,Routing Finish,Source_jobtype1_835,M1,
6650,49993.087231615595,Ops1-1 Finish,Source_jobtype1_828,M1,
6651,49993.087231615595,Routing Start,Source_jobtype1_828,M1,
6652,49993.087231615595,Part Completed,Source_jobtype1_828,Sink,
6653,49993.087231615595,Part transferred,Source_jobtype1_829,M1,
6654,49993.087231615595,Ops1-1 Start,Source_jobtype1_829,M1,
6655,50088.42048728201,Ops1-1 Finish,Source_jobtype1_829,M1,
6656,50088.42048728201,Routing Start,Source_jobtype1_829,M1,
6657,50088.42048728201,Part Completed,Source_jobtype1_829,Sink,
6658,50088.42048728201,Part transferred,Source_jobtype1_830,M1,
6659,50088.42048728201,Ops1-1 Start,Source_jobtype1_830,M1,
6660,50100.11242147398,Ops1-1 Finish,Source_jobtype1_830,M1,
6661,50100.11242147398,Routing Start,Source_jobtype1_830,M1,
6662,50100.11242147398,Part Completed,Source_jobtype1_830,Sink,
6663,50100.11242147398,Part transferred,Source_jobtype1_831,M1,
6664,50100.11242147398,Ops1-1 Start,Source_jobtype1_831,M1,
6665,50216.674940756086,Part Created,Source_jobtype1_836,Source_jobtype1,
6666,50216.674940756086,Routing Start,Source_jobtype1_836,Source_jobtype1,
6667,50216.674940756086,Routing Finish,Source_jobtype1_836,M1,
6668,50224.097707526686,Part Created,Source_jobtype1_837,Source_jobtype1,
6669,50224.097707526686,Routing Start,Source_jobtype1_837,Source_jobtype1,
6670,50224.097707526686,Routing Finish,Source_jobtype1_837,M1,
6671,50233.502394503426,Ops1-1 Finish,Source_jobtype1_831,M1,
6672,50233.502394503426,Routing Start,Source_jobtype1_831,M1,
6673,50233.502394503426,Part Completed,Source_jobtype1_831,Sink,
6674,50233.502394503426,Part transferred,Source_jobtype1_832,M1,
6675,50233.502394503426,Ops1-1 Start,Source_jobtype1_832,M1,
6676,50257.45447543678,Ops1-1 Finish,Source_jobtype1_832,M1,
6677,50257.45447543678,Routing Start,Source_jobtype1_832,M1,
6678,50257.45447543678,Part Completed,Source_jobtype1_832,Sink,
6679,50257.45447543678,Part transferred,Source_jobtype1_833,M1,
6680,50257.45447543678,Ops1-1 Start,Source_jobtype1_833,M1,
6681,50326.14148196733,Part Created,Source_jobtype1_838,Source_jobtype1,
6682,50326.14148196733,Routing Start,Source_jobtype1_838,Source_jobtype1,
6683,50326.14148196733,Routing Finish,Source_jobtype1_838,M1,
6684,50362.63066384894,Ops1-1 Finish,Source_jobtype1_833,M1,
6685,50362.63066384894,Routing Start,Source_jobtype1_833,M1,
6686,50362.63066384894,Part Completed,Source_jobtype1_833,Sink,
6687,50362.63066384894,Part transferred,Source_jobtype1_834,M1,
6688,50362.63066384894,Ops1-1 Start,Source_jobtype1_834,M1,
6689,50444.60629676681,Ops1-1 Finish,Source_jobtype1_834,M1,
6690,50444.60629676681,Routing Start,Source_jobtype1_834,M1,
6691,50444.60629676681,Part Completed,Source_jobtype1_834,Sink,
6692,50444.60629676681,Part transferred,Source_jobtype1_835,M1,
6693,50444.60629676681,Ops1-1 Start,Source_jobtype1_835,M1,
6694,50447.66445711667,Part Created,Source_jobtype1_839,Source_jobtype1,
6695,50447.66445711667,Routing Start,Source_jobtype1_839,Source_jobtype1,
6696,50447.66445711667,Routing Finish,Source_jobtype1_839,M1,
6697,50469.46736929218,Part Created,Source_jobtype1_840,Source_jobtype1,
6698,50469.46736929218,Routing Start,Source_jobtype1_840,Source_jobtype1,
6699,50469.46736929218,Routing Finish,Source_jobtype1_840,M1,
6700,50474.53024904423,Part Created,Source_jobtype1_841,Source_jobtype1,
6701,50474.53024904423,Routing Start,Source_jobtype1_841,Source_jobtype1,
6702,50474.53024904423,Routing Finish,Source_jobtype1_841,M1,
6703,50505.47854692877,Part Created,Source_jobtype1_842,Source_jobtype1,
6704,50505.47854692877,Routing Start,Source_jobtype1_842,Source_jobtype1,
6705,50505.47854692877,Routing Finish,Source_jobtype1_842,M1,
6706,50516.91364833077,Part Created,Source_jobtype1_843,Source_jobtype1,
6707,50516.91364833077,Routing Start,Source_jobtype1_843,Source_jobtype1,
6708,50516.91364833077,Routing Finish,Source_jobtype1_843,M1,
6709,50522.645931445026,Ops1-1 Finish,Source_jobtype1_835,M1,
6710,50522.645931445026,Routing Start,Source_jobtype1_835,M1,
6711,50522.645931445026,Part Completed,Source_jobtype1_835,Sink,
6712,50522.645931445026,Part transferred,Source_jobtype1_836,M1,
6713,50522.645931445026,Ops1-1 Start,Source_jobtype1_836,M1,
6714,50543.88595275568,Ops1-1 Finish,Source_jobtype1_836,M1,
6715,50543.88595275568,Routing Start,Source_jobtype1_836,M1,
6716,50543.88595275568,Part Completed,Source_jobtype1_836,Sink,
6717,50543.88595275568,Part transferred,Source_jobtype1_837,M1,
6718,50543.88595275568,Ops1-1 Start,Source_jobtype1_837,M1,
6719,50588.150637389415,Part Created,Source_jobtype1_844,Source_jobtype1,
6720,50588.150637389415,Routing Start,Source_jobtype1_844,Source_jobtype1,
6721,50588.150637389415,Routing Finish,Source_jobtype1_844,M1,
6722,50649.61194426158,Part Created,Source_jobtype1_845,Source_jobtype1,
6723,50649.61194426158,Routing Start,Source_jobtype1_845,Source_jobtype1,
6724,50649.61194426158,Routing Finish,Source_jobtype1_845,M1,
6725,50729.565467862034,Ops1-1 Finish,Source_jobtype1_837,M1,
6726,50729.565467862034,Routing Start,Source_jobtype1_837,M1,
6727,50729.565467862034,Part Completed,Source_jobtype1_837,Sink,
6728,50729.565467862034,Part transferred,Source_jobtype1_838,M1,
6729,50729.565467862034,Ops1-1 Start,Source_jobtype1_838,M1,
6730,50736.67387830036,Ops1-1 Finish,Source_jobtype1_838,M1,
6731,50736.67387830036,Routing Start,Source_jobtype1_838,M1,
6732,50736.67387830036,Part Completed,Source_jobtype1_838,Sink,
6733,50736.67387830036,Part transferred,Source_jobtype1_839,M1,
6734,50736.67387830036,Ops1-1 Start,Source_jobtype1_839,M1,
6735,50753.33245478618,Part Created,Source_jobtype1_846,Source_jobtype1,
6736,50753.33245478618,Routing Start,Source_jobtype1_846,Source_jobtype1,
6737,50753.33245478618,Routing Finish,Source_jobtype1_846,M1,
6738,50835.704205467184,Ops1-1 Finish,Source_jobtype1_839,M1,
6739,50835.704205467184,Routing Start,Source_jobtype1_839,M1,
6740,50835.704205467184,Part Completed,Source_jobtype1_839,Sink,
6741,50835.704205467184,Part transferred,Source_jobtype1_840,M1,
6742,50835.704205467184,Ops1-1 Start,Source_jobtype1_840,M1,
6743,50869.0842124946,Ops1-1 Finish,Source_jobtype1_840,M1,
6744,50869.0842124946,Routing Start,Source_jobtype1_840,M1,
6745,50869.0842124946,Part Completed,Source_jobtype1_840,Sink,
6746,50869.0842124946,Part transferred,Source_jobtype1_841,M1,
6747,50869.0842124946,Ops1-1 Start,Source_jobtype1_841,M1,
6748,50906.980541703146,Part Created,Source_jobtype1_847,Source_jobtype1,
6749,50906.980541703146,Routing Start,Source_jobtype1_847,Source_jobtype1,
6750,50906.980541703146,Routing Finish,Source_jobtype1_847,M1,
6751,50915.68653998585,Ops1-1 Finish,Source_jobtype1_841,M1,
6752,50915.68653998585,Routing Start,Source_jobtype1_841,M1,
6753,50915.68653998585,Part Completed,Source_jobtype1_841,Sink,
6754,50915.68653998585,Part transferred,Source_jobtype1_842,M1,
6755,50915.68653998585,Ops1-1 Start,Source_jobtype1_842,M1,
6756,50925.295355408576,Ops1-1 Finish,Source_jobtype1_842,M1,
6757,50925.295355408576,Routing Start,Source_jobtype1_842,M1,
6758,50925.295355408576,Part Completed,Source_jobtype1_842,Sink,
6759,50925.295355408576,Part transferred,Source_jobtype1_843,M1,
6760,50925.295355408576,Ops1-1 Start,Source_jobtype1_843,M1,
6761,50960.2099828194,Ops1-1 Finish,Source_jobtype1_843,M1,
6762,50960.2099828194,Routing Start,Source_jobtype1_843,M1,
6763,50960.2099828194,Part Completed,Source_jobtype1_843,Sink,
6764,50960.2099828194,Part transferred,Source_jobtype1_844,M1,
6765,50960.2099828194,Ops1-1 Start,Source_jobtype1_844,M1,
6766,50985.639973602876,Ops1-1 Finish,Source_jobtype1_844,M1,
6767,50985.639973602876,Routing Start,Source_jobtype1_844,M1,
6768,50985.639973602876,Part Completed,Source_jobtype1_844,Sink,
6769,50985.639973602876,Part transferred,Source_jobtype1_845,M1,
6770,50985.639973602876,Ops1-1 Start,Source_jobtype1_845,M1,
6771,50993.55307915514,Ops1-1 Finish,Source_jobtype1_845,M1,
6772,50993.55307915514,Routing Start,Source_jobtype1_845,M1,
6773,50993.55307915514,Part Completed,Source_jobtype1_845,Sink,
6774,50993.55307915514,Part transferred,Source_jobtype1_846,M1,
6775,50993.55307915514,Ops1-1 Start,Source_jobtype1_846,M1,
6776,50993.822185763056,Part Created,Source_jobtype1_848,Source_jobtype1,
6777,50993.822185763056,Routing Start,Source_jobtype1_848,Source_jobtype1,
6778,50993.822185763056,Routing Finish,Source_jobtype1_848,M1,
6779,50998.0586275253,Part Created,Source_jobtype1_849,Source_jobtype1,
6780,50998.0586275253,Routing Start,Source_jobtype1_849,Source_jobtype1,
6781,50998.0586275253,Routing Finish,Source_jobtype1_849,M1,
6782,50999.62768032343,Part Created,Source_jobtype1_850,Source_jobtype1,
6783,50999.62768032343,Routing Start,Source_jobtype1_850,Source_jobtype1,
6784,50999.62768032343,Routing Finish,Source_jobtype1_850,M1,
6785,51008.34076226314,Part Created,Source_jobtype1_851,Source_jobtype1,
6786,51008.34076226314,Routing Start,Source_jobtype1_851,Source_jobtype1,
6787,51008.34076226314,Routing Finish,Source_jobtype1_851,M1,
6788,51016.45955327798,Ops1-1 Finish,Source_jobtype1_846,M1,
6789,51016.45955327798,Routing Start,Source_jobtype1_846,M1,
6790,51016.45955327798,Part Completed,Source_jobtype1_846,Sink,
6791,51016.45955327798,Part transferred,Source_jobtype1_847,M1,
6792,51016.45955327798,Ops1-1 Start,Source_jobtype1_847,M1,
6793,51056.33269160589,Ops1-1 Finish,Source_jobtype1_847,M1,
6794,51056.33269160589,Routing Start,Source_jobtype1_847,M1,
6795,51056.33269160589,Part Completed,Source_jobtype1_847,Sink,
6796,51056.33269160589,Part transferred,Source_jobtype1_848,M1,
6797,51056.33269160589,Ops1-1 Start,Source_jobtype1_848,M1,
6798,51206.33796266177,Part Created,Source_jobtype1_852,Source_jobtype1,
6799,51206.33796266177,Routing Start,Source_jobtype1_852,Source_jobtype1,
6800,51206.33796266177,Routing Finish,Source_jobtype1_852,M1,
6801,51225.14158320009,Ops1-1 Finish,Source_jobtype1_848,M1,
6802,51225.14158320009,Routing Start,Source_jobtype1_848,M1,
6803,51225.14158320009,Part Completed,Source_jobtype1_848,Sink,
6804,51225.14158320009,Part transferred,Source_jobtype1_849,M1,
6805,51225.14158320009,Ops1-1 Start,Source_jobtype1_849,M1,
6806,51240.32861012226,Part Created,Source_jobtype1_853,Source_jobtype1,
6807,51240.32861012226,Routing Start,Source_jobtype1_853,Source_jobtype1,
6808,51240.32861012226,Routing Finish,Source_jobtype1_853,M1,
6809,51243.826544616626,Ops1-1 Finish,Source_jobtype1_849,M1,
6810,51243.826544616626,Routing Start,Source_jobtype1_849,M1,
6811,51243.826544616626,Part Completed,Source_jobtype1_849,Sink,
6812,51243.826544616626,Part transferred,Source_jobtype1_850,M1,
6813,51243.826544616626,Ops1-1 Start,Source_jobtype1_850,M1,
6814,51272.77388914795,Ops1-1 Finish,Source_jobtype1_850,M1,
6815,51272.77388914795,Routing Start,Source_jobtype1_850,M1,
6816,51272.77388914795,Part Completed,Source_jobtype1_850,Sink,
6817,51272.77388914795,Part transferred,Source_jobtype1_851,M1,
6818,51272.77388914795,Ops1-1 Start,Source_jobtype1_851,M1,
6819,51278.357614177876,Ops1-1 Finish,Source_jobtype1_851,M1,
6820,51278.357614177876,Routing Start,Source_jobtype1_851,M1,
6821,51278.357614177876,Part Completed,Source_jobtype1_851,Sink,
6822,51278.357614177876,Part transferred,Source_jobtype1_852,M1,
6823,51278.357614177876,Ops1-1 Start,Source_jobtype1_852,M1,
6824,51282.6590286089,Part Created,Source_jobtype1_854,Source_jobtype1,
6825,51282.6590286089,Routing Start,Source_jobtype1_854,Source_jobtype1,
6826,51282.6590286089,Routing Finish,Source_jobtype1_854,M1,
6827,51297.262726328794,Part Created,Source_jobtype1_855,Source_jobtype1,
6828,51297.262726328794,Routing Start,Source_jobtype1_855,Source_jobtype1,
6829,51297.262726328794,Routing Finish,Source_jobtype1_855,M1,
6830,51329.55507439775,Ops1-1 Finish,Source_jobtype1_852,M1,
6831,51329.55507439775,Routing Start,Source_jobtype1_852,M1,
6832,51329.55507439775,Part Completed,Source_jobtype1_852,Sink,
6833,51329.55507439775,Part transferred,Source_jobtype1_853,M1,
6834,51329.55507439775,Ops1-1 Start,Source_jobtype1_853,M1,
6835,51355.25274339914,Part Created,Source_jobtype1_856,Source_jobtype1,
6836,51355.25274339914,Routing Start,Source_jobtype1_856,Source_jobtype1,
6837,51355.25274339914,Routing Finish,Source_jobtype1_856,M1,
6838,51365.146980492405,Part Created,Source_jobtype1_857,Source_jobtype1,
6839,51365.146980492405,Routing Start,Source_jobtype1_857,Source_jobtype1,
6840,51365.146980492405,Routing Finish,Source_jobtype1_857,M1,
6841,51368.94571302944,Part Created,Source_jobtype1_858,Source_jobtype1,
6842,51368.94571302944,Routing Start,Source_jobtype1_858,Source_jobtype1,
6843,51368.94571302944,Routing Finish,Source_jobtype1_858,M1,
6844,51382.074916363985,Ops1-1 Finish,Source_jobtype1_853,M1,
6845,51382.074916363985,Routing Start,Source_jobtype1_853,M1,
6846,51382.074916363985,Part Completed,Source_jobtype1_853,Sink,
6847,51382.074916363985,Part transferred,Source_jobtype1_854,M1,
6848,51382.074916363985,Ops1-1 Start,Source_jobtype1_854,M1,
6849,51412.86574746855,Ops1-1 Finish,Source_jobtype1_854,M1,
6850,51412.86574746855,Routing Start,Source_jobtype1_854,M1,
6851,51412.86574746855,Part Completed,Source_jobtype1_854,Sink,
6852,51412.86574746855,Part transferred,Source_jobtype1_855,M1,
6853,51412.86574746855,Ops1-1 Start,Source_jobtype1_855,M1,
6854,51415.86194247374,Ops1-1 Finish,Source_jobtype1_855,M1,
6855,51415.86194247374,Routing Start,Source_jobtype1_855,M1,
6856,51415.86194247374,Part Completed,Source_jobtype1_855,Sink,
6857,51415.86194247374,Part transferred,Source_jobtype1_856,M1,
6858,51415.86194247374,Ops1-1 Start,Source_jobtype1_856,M1,
6859,51460.00144262287,Part Created,Source_jobtype1_859,Source_jobtype1,
6860,51460.00144262287,Routing Start,Source_jobtype1_859,Source_jobtype1,
6861,51460.00144262287,Routing Finish,Source_jobtype1_859,M1,
6862,51463.57246750834,Part Created,Source_jobtype1_860,Source_jobtype1,
6863,51463.57246750834,Routing Start,Source_jobtype1_860,Source_jobtype1,
6864,51463.57246750834,Routing Finish,Source_jobtype1_860,M1,
6865,51534.82600831835,Part Created,Source_jobtype1_861,Source_jobtype1,
6866,51534.82600831835,Routing Start,Source_jobtype1_861,Source_jobtype1,
6867,51534.82600831835,Routing Finish,Source_jobtype1_861,M1,
