,0,,,1,,,2,,,3,,,4,,,5,,,6,,,7,,,8,,,9,,,10,,,11,,,12,,
part_id,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process
U614 L13C,212,1,HF010,219,1,HF020,240,1,HF031,256,6,HA021,267,8,HA041,281,2,FB021,295,2,PS023,298,1,HL023,,,Sink,,,,,,,,,,,,
U613 PB16C,212,16,HP023,217,38,FP023,246,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PB14C,212,16,HP023,217,38,FP023,245,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PB12C,212,16,HP023,217,38,FP023,245,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PB11C,212,18,HP023,217,40,FP023,245,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 T15P,212,1,HF010,219,1,HF020,240,1,HF031,256,6,HA021,267,8,HA041,281,3,FB021,289,3,FB031,298,1,PS023,301,1,HL023,,,Sink,,,,,,,,,
U614 L14C,212,1,HF010,219,1,HF020,240,1,HF031,256,6,HA021,267,8,HA041,281,2,FB021,296,2,PS023,301,1,HL023,,,Sink,,,,,,,,,,,,
U614 T17P,212,1,HF010,219,1,HF020,240,1,HF031,256,6,HA021,267,8,HA041,281,3,FB021,289,3,FB031,301,1,PS023,302,1,HL023,,,Sink,,,,,,,,,
U614 L15C,213,1,HF010,220,1,HF020,241,1,HF031,259,6,HA021,268,8,HA041,282,2,FB021,296,2,PS023,301,1,HL023,,,Sink,,,,,,,,,,,,
U614 D14P,213,1,HF010,220,1,HF020,241,1,HF031,261,5,HA011,269,7,HA031,273,13,HA021,284,1,FB011,287,8,HA041,298,4,FB021,309,6,PB011,322,1,PS023,323,1,HL023,,,Sink
U612 PA22C,213,10,FP023,213,27,HP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 D14S,213,1,HF010,220,1,HF020,241,1,HF031,260,5,HA011,268,7,HA031,270,15,HA021,283,1,FB011,284,8,HA041,296,4,FB021,308,6,PB011,322,1,PS023,323,1,HL023,,,Sink
U614 F71C,213,1,HF010,220,1,HF020,241,1,HF031,268,12,HA021,296,5,PB011,310,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,
U613 PE11C,214,20,HP023,217,55,FP023,252,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 D15P,214,1,HF010,221,1,HF020,242,1,HF031,262,5,HA011,270,7,HA031,274,13,HA021,284,1,FB011,288,8,HA041,301,4,FB021,310,6,PB011,322,1,PS023,323,1,HL023,,,Sink
U614 D15S,214,1,HF010,221,1,HF020,242,1,HF031,261,5,HA011,269,7,HA031,273,13,HA021,284,1,FB011,287,8,HA041,298,4,FB021,309,6,PB011,322,1,PS023,323,1,HL023,,,Sink
U613 PS12P,217,14,HP023,225,24,FP023,246,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 L16C,217,1,HF010,224,1,HF020,245,1,HF031,261,6,HA021,270,8,HA041,284,2,FB021,298,2,PS023,302,1,HL023,,,Sink,,,,,,,,,,,,
U613 PE41C,218,18,HP023,221,48,FP023,252,9,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 L17C,218,1,HF010,225,1,HF020,246,1,HF031,262,6,HA021,273,8,HA041,287,2,FB021,298,2,PS023,302,1,HL023,,,Sink,,,,,,,,,,,,
U613 PB18S,218,17,FP034,218,46,HP024,249,6,PP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 PD16C,218,14,HP023,220,36,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PF11C,219,22,HP024,221,55,FP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PS14P,219,12,HP023,225,24,FP023,242,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PS12S,219,14,HP023,227,26,FP023,247,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 D18P,219,1,HF010,226,1,HF020,247,1,HF031,269,4,HA011,280,7,HA031,290,1,FB011,294,8,HA041,308,4,FB021,317,6,PB011,340,1,PS023,343,1,HL023,,,Sink,,,
U614 F32C,219,1,HF010,226,1,HF020,247,1,HF031,262,6,HA021,274,20,HA041,310,7,PB011,333,1,HL034,,,Sink,,,,,,,,,,,,,,,
U614 D18S,220,1,HF010,227,1,HF020,249,1,HF031,268,4,HA011,275,7,HA031,288,1,FB011,291,8,HA041,305,4,FB021,315,6,PB011,340,1,PS023,343,1,HL023,,,Sink,,,
U613 PS16P,220,11,FP023,220,33,HP023,245,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PE31C,220,18,FP023,252,5,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PB18P,220,15,FP034,220,42,HP024,249,6,PP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 D16S,220,1,HF010,227,1,HF020,249,1,HF031,266,6,HA011,275,7,HA031,288,1,FB011,291,8,HA041,305,4,FB021,315,6,PB011,329,1,PS023,330,1,HL023,,,Sink,,,
U614 D16P,220,1,HF010,227,1,HF020,249,1,HF031,281,5,HA021,289,1,FB011,294,8,HA041,308,4,FB021,316,6,PB011,329,1,PS023,330,1,HL023,,,Sink,,,,,,
U614 D19P,221,1,HF010,228,1,HF020,252,1,HF031,282,5,HA021,291,1,FB011,295,8,HA041,309,4,FB021,318,6,PB011,340,1,PS023,343,1,HL023,,,Sink,,,,,,
U614 D19S,221,1,HF010,228,1,HF020,252,1,HF031,268,5,HA011,280,7,HA031,290,1,FB011,294,8,HA041,308,4,FB021,317,6,PB011,340,1,PS023,343,1,HL023,,,Sink,,,
U614 D91P,221,1,HF010,228,1,HF020,252,1,HF031,280,10,HA021,294,4,FB021,309,6,PB011,323,1,HL023,,,Sink,,,,,,,,,,,,,,,
U614 D91S,221,1,HF010,228,1,HF020,252,1,HF031,280,10,HA021,294,4,FB021,310,6,PB011,323,1,HL023,,,Sink,,,,,,,,,,,,,,,
U614 D17S,221,1,HF010,228,1,HF020,252,1,HF031,267,5,HA011,280,7,HA031,290,1,FB011,294,8,HA041,308,4,FB021,316,6,PB011,329,1,PS023,330,1,HL023,,,Sink,,,
U614 D17P,221,1,HF010,228,1,HF020,252,1,HF031,269,4,HA011,281,7,HA031,291,1,FB011,295,8,HA041,309,4,FB021,317,6,PB011,329,1,PS023,330,1,HL023,,,Sink,,,
U613 PS14S,221,12,HP023,227,26,FP023,246,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PD14C,224,14,HP023,226,37,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PD12C,224,14,HP023,226,37,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PS16S,224,11,FP023,224,33,HP023,247,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 PB18S,225,17,FP034,225,47,HP024,256,4,PP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PA22C,226,10,FP023,226,34,HP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PD16C,226,14,HP023,228,39,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 PB18P,226,15,HP024,228,39,FP034,255,5,PP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PD18C,228,14,HP023,239,28,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 PF11C,238,19,HP024,240,40,FP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PD11C,239,10,HP023,241,22,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 PD18C,241,14,HP023,245,28,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 T18P,241,1,HF010,249,1,HF020,263,1,HF031,289,6,HA021,301,8,HA041,312,3,FB021,330,1,PS023,331,1,HL034,,,Sink,,,,,,,,,,,,
U614 L18C,242,1,HF010,252,1,HF020,266,1,HF031,283,6,HA021,294,8,HA041,308,2,FB021,324,2,PS023,326,1,HL034,,,Sink,,,,,,,,,,,,
U614 AE13C,245,10,HP011,260,8,FP011,274,6,PP011,298,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 T18S,246,1,HF010,254,1,HF020,268,1,HF031,287,6,HA021,296,8,HA041,310,3,FB021,325,1,PS023,326,1,HL034,,,Sink,,,,,,,,,,,,
U614 L19C,246,1,HF010,254,1,HF020,268,1,HF031,287,6,HA021,296,8,HA041,310,2,FB021,324,2,PS023,326,1,HL034,,,Sink,,,,,,,,,,,,
U614 AE12C,249,10,HP011,263,11,FP011,283,7,PP011,298,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AB12C,253,8,HP011,263,6,FP011,274,7,PP011,298,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AB13C,255,8,HP011,267,6,FP011,275,7,PP011,298,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AB14C,260,8,HP011,270,6,FP011,282,7,PP011,301,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AB15C,261,8,HP011,273,6,FP011,283,7,PP011,301,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AB16C,263,8,HP011,275,3,FP011,282,7,PP011,302,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AB17C,266,8,HP011,280,3,FP011,283,7,PP011,302,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 PH21C,268,56,FP023,310,33,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 AA21C,283,9,HP011,296,3,FP011,302,8,PP011,329,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AF21C,290,8,HP011,304,4,FP011,310,7,PP011,333,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AB18S,291,8,HP011,305,3,FP011,310,7,PP011,326,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 AF31C,295,9,HP011,310,4,FP011,316,7,PP011,333,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 PB11C,296,18,HP023,302,36,FP023,324,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 AB18P,296,8,HP011,310,3,FP011,315,7,PP011,331,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 PE11C,298,20,HP023,301,48,FP023,329,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PB12C,298,16,HP023,304,33,FP023,325,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PB14C,301,16,HP023,305,33,FP023,326,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PS18S,302,10,HP023,312,7,FP023,319,5,PP023,326,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 PB16C,302,16,HP023,308,31,FP023,330,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PS12P,308,14,HP023,316,17,FP023,330,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PS18P,309,10,HP023,318,7,FP023,323,5,PP023,331,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 PS12S,309,14,HP023,317,17,FP023,330,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PF41C,310,8,FP023,310,21,HP023,326,4,PP023,333,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 PE31C,310,18,FP023,332,5,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 AA31C,311,9,HP011,324,2,FP011,336,7,PP011,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PS14P,312,12,HP023,318,19,FP023,330,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PS14S,316,12,HP023,322,17,FP023,332,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PE41C,316,18,HP023,319,40,FP023,340,11,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PS16P,317,11,FP023,317,26,HP023,333,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PD12C,318,14,HP023,322,29,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PS16S,319,11,FP023,319,26,HP023,337,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PD11C,322,10,HP023,324,19,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PD14C,323,14,HP023,325,29,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PB18S,326,17,FP034,326,41,HP024,351,6,PP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PA22C,329,10,FP023,329,25,HP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PD16C,330,14,HP023,332,29,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PB18P,331,15,FP034,331,35,HP024,352,6,PP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PF11C,333,22,HP024,337,47,FP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 PD18C,343,14,HP023,345,27,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
