,0,,,1,,,2,,,3,,,4,,,5,,,6,,,7,,,8,,,9,,,10,,,11,,,12,,
part_id,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process
U612 B59P,100,1,HF010,107,1,HF020,121,1,HF031,141,6,HA011,154,12,HA031,164,11,HA021,170,3,FB011,175,14,HA041,196,3,FB021,210,7,PB011,226,1,HL034,,,Sink,,,
U611 AE13C,100,10,HP011,114,8,FP011,128,6,PP011,155,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 E23P,100,1,HF010,107,1,HF020,121,1,HF031,134,5,HA021,149,8,HA041,162,2,FB021,164,1,HL011,,,Sink,,,,,,,,,,,,,,,
U613 E22S,100,1,HF010,107,1,HF020,121,1,HF031,141,5,HA021,154,8,HA041,164,2,FB021,169,1,HL011,,,Sink,,,,,,,,,,,,,,,
U613 B19P,100,1,HF010,107,1,HF020,121,1,HF031,148,5,HA011,156,8,HA031,162,5,HA021,170,9,HA041,184,3,FB021,189,1,HL011,,,Sink,,,,,,,,,
U612 T12P,101,1,HF010,108,1,HF020,122,1,HF031,137,6,HA021,150,8,HA041,162,3,FB021,169,3,FB031,189,1,PS023,190,1,HL023,,,Sink,,,,,,,,,
U613 E22P,101,1,HF010,108,1,HF020,122,1,HF031,141,5,HA021,154,8,HA041,164,2,FB021,169,1,HL011,,,Sink,,,,,,,,,,,,,,,
U612 E39C,101,1,HF010,108,1,HF020,122,1,HF031,149,8,HA021,161,4,FB021,169,5,PB011,198,1,HL023,,,Sink,,,,,,,,,,,,,,,
U612 B59S,101,1,HF010,108,1,HF020,122,1,HF031,137,6,HA011,150,12,HA031,163,7,HA021,171,14,HA041,192,3,FB021,204,7,PB011,225,1,HL034,,,Sink,,,,,,
U612 F33C,101,1,HF010,108,1,HF020,122,1,HF031,150,10,HA031,156,14,HA021,164,2,FB011,169,13,HA041,189,4,FB021,193,1,HL011,,,Sink,,,,,,,,,
U612 D11P,101,1,HF010,108,1,HF020,122,1,HF031,150,7,HA031,155,8,HA021,163,1,FB011,165,8,HA041,177,5,FB021,193,5,PB011,207,1,PS023,210,1,HL023,,,Sink,,,
U612 D12S,101,1,HF010,108,1,HF020,122,1,HF031,140,5,HA011,150,7,HA031,154,9,HA021,162,1,FB011,164,8,HA041,176,4,FB021,189,5,PB011,205,1,PS023,206,1,HL023,,,Sink
U612 D12P,101,1,HF010,108,1,HF020,122,1,HF031,141,5,HA011,151,7,HA031,155,11,HA021,163,1,FB011,165,8,HA041,177,5,FB021,190,6,PB011,205,1,PS023,206,1,HL023,,,Sink
U612 D11S,101,1,HF010,108,1,HF020,122,1,HF031,140,5,HA011,150,7,HA031,154,9,HA021,163,1,FB011,164,8,HA041,176,5,FB021,191,6,PB011,207,1,PS023,210,1,HL023,,,Sink
U612 B13P,102,5,HA011,112,8,HA031,116,5,HA021,126,9,HA041,137,3,FB021,148,1,HL011,,,Sink,,,,,,,,,,,,,,,,,,
U613 B18S,102,1,HF010,109,1,HF020,123,1,HF031,141,5,HA011,151,8,HA031,161,3,HA021,165,9,HA041,179,3,FB021,185,1,HL011,,,Sink,,,,,,,,,
U612 D13P,102,1,HF010,109,1,HF020,123,1,HF031,157,5,HA021,165,1,FB011,169,8,HA041,182,4,FB021,191,6,PB011,205,1,PS023,206,1,HL023,,,Sink,,,,,,
U612 T17S,105,1,HF010,112,1,HF020,126,1,HF031,150,6,HA021,161,8,HA041,171,3,FB021,192,1,PS023,193,1,HL023,,,Sink,,,,,,,,,,,,
U613 B11C,105,1,HF010,112,1,HF020,126,1,HF031,143,5,HA011,154,8,HA031,161,5,HA021,169,11,HA041,185,3,FB021,192,7,PB011,212,1,HL023,,,Sink,,,,,,
U613 B19S,105,1,HF010,112,1,HF020,126,1,HF031,143,5,HA011,154,8,HA031,162,3,HA021,168,9,HA041,182,3,FB021,185,1,HL011,,,Sink,,,,,,,,,
U611 AE12C,105,10,HP011,119,11,FP011,135,7,PP011,155,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 T15S,105,1,HF010,112,1,HF020,126,1,HF031,177,6,HA021,189,8,HA041,199,3,FB021,212,1,PS023,,,Sink,,,,,,,,,,,,,,,
U612 D13S,105,1,HF010,112,1,HF020,126,1,HF031,143,5,HA011,154,7,HA031,156,11,HA021,164,1,FB011,168,8,HA041,179,4,FB021,190,6,PB011,205,1,PS023,206,1,HL023,,,Sink
U612 H23C,105,1,HF010,112,1,HF020,126,1,HF031,140,4,HA031,140,9,HA011,148,4,HA041,154,8,FB021,165,1,HL023,,,Sink,,,,,,,,,,,,
U613 F91C,105,1,HF010,112,1,HF020,126,1,HF031,154,8,HA021,164,4,FB021,175,5,PB011,196,1,HL023,,,Sink,,,,,,,,,,,,,,,
U612 H22C,105,1,HF010,112,1,HF020,126,1,HF031,140,4,HA031,140,9,HA011,148,4,HA041,154,8,FB021,165,1,HL023,,,Sink,,,,,,,,,,,,
U612 H21C,105,1,HF010,112,1,HF020,126,1,HF031,140,4,HA031,140,8,HA011,148,4,HA041,154,8,FB021,165,1,HL023,,,Sink,,,,,,,,,,,,
U612 B18P,105,1,HF010,112,1,HF020,126,1,HF031,151,5,HA011,161,8,HA031,165,5,HA021,175,9,HA041,189,3,FB021,193,1,HL011,,,Sink,,,,,,,,,
U612 B13S,105,5,HA011,113,8,HA031,127,9,HA041,140,3,FB021,148,1,HL011,,,Sink,,,,,,,,,,,,,,,,,,,,,
U612 A31P,106,1,HF010,113,1,HF020,127,1,HF031,134,13,HA011,156,10,HA031,163,13,HA021,170,3,FB011,175,12,HA041,192,3,FB021,199,1,HL011,,,Sink,,,,,,
U612 A31S,106,1,HF010,113,1,HF020,127,1,HF031,135,13,HA011,157,10,HA031,164,13,HA021,171,3,FB011,176,12,HA041,193,3,FB021,199,1,HL011,,,Sink,,,,,,
U612 B19P,106,1,HF010,113,1,HF020,127,1,HF031,154,5,HA011,162,8,HA031,168,5,HA021,176,9,HA041,190,3,FB021,193,1,HL011,,,Sink,,,,,,,,,
U612 B18S,106,1,HF010,113,1,HF020,127,1,HF031,144,5,HA011,155,8,HA031,163,3,HA021,169,9,HA041,183,3,FB021,189,1,HL011,,,Sink,,,,,,,,,
U613 S12P,107,1,HF010,114,1,HF020,128,1,HF031,140,13,HA011,156,10,HA031,162,5,HA021,170,9,HA041,184,4,FB021,196,7,PB011,214,1,PS023,217,1,HL023,,,Sink,,,
U612 L12C,107,1,HF010,114,1,HF020,128,1,HF031,144,6,HA021,156,8,HA041,168,2,FB021,186,2,PS023,190,1,HL023,,,Sink,,,,,,,,,,,,
U612 B19S,107,1,HF010,114,1,HF020,128,1,HF031,148,5,HA011,156,8,HA031,164,3,HA021,170,9,HA041,184,3,FB021,189,1,HL011,,,Sink,,,,,,,,,
U612 L11C,107,1,HF010,114,1,HF020,128,1,HF031,144,6,HA021,156,8,HA041,168,2,FB021,184,2,PS023,186,1,HL023,,,Sink,,,,,,,,,,,,
U612 T14S,108,1,HF010,115,1,HF020,129,1,HF031,149,6,HA021,158,8,HA041,170,3,FB021,191,1,PS023,192,1,HL023,,,Sink,,,,,,,,,,,,
U612 F11C,108,1,HF010,115,1,HF020,129,1,HF031,149,5,HA011,157,7,HA031,158,14,HA021,168,2,FB011,171,16,HA041,196,4,FB021,205,7,PB011,228,1,PS023,238,1,HL034,,,Sink
U612 E91C,108,1,HF010,115,1,HF020,129,1,HF031,144,5,HA011,157,10,HA031,164,11,HA021,171,2,FB011,176,10,HA041,191,8,FB021,205,6,PB011,220,1,PS023,,,Sink,,,
U612 T14P,108,1,HF010,115,1,HF020,129,1,HF031,148,6,HA021,157,8,HA041,169,3,FB021,177,3,FB031,191,1,PS023,192,1,HL023,,,Sink,,,,,,,,,
U611 AB12C,108,8,HP011,120,6,FP011,129,7,PP011,156,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 F71C,108,1,HF010,115,1,HF020,129,1,HF031,157,12,HA021,184,5,PB011,196,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,
U613 S12S,108,1,HF010,115,1,HF020,129,1,HF031,143,13,HA011,158,12,HA031,164,5,HA021,172,9,HA041,186,4,FB021,200,7,PB011,218,1,PS023,219,1,HL023,,,Sink,,,
U612 L13C,109,1,HF010,116,1,HF020,130,1,HF031,149,6,HA021,158,8,HA041,170,2,FB021,186,2,PS023,190,1,HL023,,,Sink,,,,,,,,,,,,
U612 T17P,109,1,HF010,116,1,HF020,130,1,HF031,149,6,HA021,158,8,HA041,170,3,FB021,179,3,FB031,192,1,PS023,193,1,HL023,,,Sink,,,,,,,,,
U612 T15P,109,1,HF010,116,1,HF020,130,1,HF031,149,6,HA021,158,8,HA041,170,3,FB021,179,3,FB031,191,1,PS023,192,1,HL023,,,Sink,,,,,,,,,
U611 T18P,109,1,HF010,116,1,HF020,130,1,HF031,156,6,HA021,165,8,HA041,177,3,FB021,193,1,PS023,196,1,HL034,,,Sink,,,,,,,,,,,,
U612 L14C,109,1,HF010,116,1,HF020,130,1,HF031,149,6,HA021,158,8,HA041,170,2,FB021,190,2,PS023,192,1,HL023,,,Sink,,,,,,,,,,,,
U611 L18C,112,1,HF010,119,1,HF020,133,1,HF031,150,6,HA021,161,8,HA041,171,2,FB021,189,2,PS023,191,1,HL034,,,Sink,,,,,,,,,,,,
U611 AB13C,112,8,HP011,122,6,FP011,130,7,PP011,156,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U612 D14S,112,1,HF010,119,1,HF020,133,1,HF031,151,5,HA011,161,7,HA031,163,11,HA021,172,1,FB011,175,8,HA041,186,4,FB021,196,6,PB011,210,1,PS023,211,1,HL023,,,Sink
U612 D14P,112,1,HF010,119,1,HF020,133,1,HF031,154,5,HA011,162,7,HA031,164,11,HA021,175,1,FB011,176,8,HA041,189,4,FB021,197,6,PB011,210,1,PS023,211,1,HL023,,,Sink
U612 L15C,112,1,HF010,119,1,HF020,133,1,HF031,150,6,HA021,161,8,HA041,171,2,FB021,190,2,PS023,192,1,HL023,,,Sink,,,,,,,,,,,,
U613 A31S,113,1,HF010,120,1,HF020,134,1,HF031,143,13,HA011,164,10,HA031,171,13,HA021,179,5,FB011,184,12,HA041,200,3,FB021,206,1,HL011,,,Sink,,,,,,
U612 D15S,113,1,HF010,120,1,HF020,134,1,HF031,154,5,HA011,162,7,HA031,164,11,HA021,175,1,FB011,176,8,HA041,189,4,FB021,197,6,PB011,210,1,PS023,211,1,HL023,,,Sink
U612 D15P,113,1,HF010,120,1,HF020,134,1,HF031,155,5,HA011,163,7,HA031,165,11,HA021,175,1,FB011,177,8,HA041,190,4,FB021,198,6,PB011,210,1,PS023,211,1,HL023,,,Sink
U613 A31P,113,1,HF010,120,1,HF020,134,1,HF031,141,13,HA011,163,10,HA031,170,13,HA021,177,4,FB011,183,12,HA041,199,3,FB021,206,1,HL011,,,Sink,,,,,,
U611 L19C,114,1,HF010,121,1,HF020,135,1,HF031,154,6,HA021,163,8,HA041,175,2,FB021,189,2,PS023,191,1,HL034,,,Sink,,,,,,,,,,,,
U612 L16C,114,1,HF010,121,1,HF020,135,1,HF031,154,6,HA021,163,8,HA041,175,2,FB021,191,2,PS023,193,1,HL023,,,Sink,,,,,,,,,,,,
U611 T18S,114,1,HF010,121,1,HF020,135,1,HF031,154,6,HA021,163,8,HA041,175,3,FB021,190,1,PS023,191,1,HL034,,,Sink,,,,,,,,,,,,
U613 D18P,115,1,HF010,122,1,HF020,136,1,HF031,161,4,HA011,168,7,HA031,179,1,FB011,183,8,HA041,193,4,FB021,204,6,PB011,227,1,PS023,228,1,HL023,,,Sink,,,
U612 L17C,115,1,HF010,122,1,HF020,136,1,HF031,155,6,HA021,164,8,HA041,176,2,FB021,191,2,PS023,193,1,HL023,,,Sink,,,,,,,,,,,,
U612 F91C,115,1,HF010,122,1,HF020,136,1,HF031,164,8,HA021,176,4,FB021,185,5,PB011,207,1,HL023,,,Sink,,,,,,,,,,,,,,,
U613 F32C,115,1,HF010,122,1,HF020,136,1,HF031,154,6,HA021,164,20,HA041,197,7,PB011,219,1,HL034,,,Sink,,,,,,,,,,,,,,,
U613 D18S,116,1,HF010,123,1,HF020,137,1,HF031,158,4,HA011,165,7,HA031,176,1,FB011,182,8,HA041,192,4,FB021,200,6,PB011,227,1,PS023,228,1,HL023,,,Sink,,,
U611 AB14C,116,8,HP011,128,6,FP011,136,7,PP011,162,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U612 D16S,119,1,HF010,126,1,HF020,140,1,HF031,157,6,HA011,168,7,HA031,177,1,FB011,183,8,HA041,193,4,FB021,203,6,PB011,217,1,PS023,218,1,HL023,,,Sink,,,
U613 D12P,119,1,HF010,126,1,HF020,140,1,HF031,161,5,HA011,169,7,HA031,171,11,HA021,182,1,FB011,184,8,HA041,196,5,FB021,206,6,PB011,221,1,PS023,224,1,HL023,,,Sink
U611 AB15C,119,8,HP011,129,6,FP011,137,7,PP011,162,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U612 D16P,119,1,HF010,126,1,HF020,140,1,HF031,170,5,HA021,179,1,FB011,184,8,HA041,196,4,FB021,204,6,PB011,217,1,PS023,218,1,HL023,,,Sink,,,,,,
U613 D12S,119,1,HF010,126,1,HF020,140,1,HF031,158,5,HA011,168,7,HA031,170,11,HA021,179,1,FB011,183,8,HA041,193,4,FB021,205,5,PB011,221,1,PS023,224,1,HL023,,,Sink
U613 D19S,119,1,HF010,126,1,HF020,140,1,HF031,158,5,HA011,168,7,HA031,179,1,FB011,183,8,HA041,193,4,FB021,204,6,PB011,227,1,PS023,228,1,HL023,,,Sink,,,
U613 D19P,119,1,HF010,126,1,HF020,140,1,HF031,170,5,HA021,182,1,FB011,184,8,HA041,196,4,FB021,205,6,PB011,227,1,PS023,228,1,HL023,,,Sink,,,,,,
U613 D13P,120,1,HF010,127,1,HF020,141,1,HF031,175,5,HA021,184,1,FB011,186,8,HA041,198,4,FB021,207,6,PB011,221,1,PS023,224,1,HL023,,,Sink,,,,,,
U612 D17P,120,1,HF010,127,1,HF020,141,1,HF031,162,4,HA011,170,7,HA031,183,1,FB011,185,8,HA041,197,4,FB021,205,6,PB011,217,1,PS023,218,1,HL023,,,Sink,,,
U612 F71C,120,1,HF010,127,1,HF020,141,1,HF031,169,12,HA021,196,5,PB011,207,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,
U612 D91S,120,1,HF010,127,1,HF020,141,1,HF031,169,10,HA021,184,4,FB021,198,6,PB011,211,1,HL023,,,Sink,,,,,,,,,,,,,,,
U612 D91P,120,1,HF010,127,1,HF020,141,1,HF031,169,10,HA021,184,4,FB021,197,6,PB011,211,1,HL023,,,Sink,,,,,,,,,,,,,,,
U612 D17S,120,1,HF010,127,1,HF020,141,1,HF031,158,5,HA011,169,7,HA031,182,1,FB011,184,8,HA041,196,4,FB021,204,6,PB011,217,1,PS023,218,1,HL023,,,Sink,,,
U613 D13S,121,1,HF010,128,1,HF020,143,1,HF031,162,5,HA011,170,7,HA031,172,12,HA021,183,1,FB011,185,8,HA041,197,4,FB021,206,6,PB011,221,1,PS023,224,1,HL023,,,Sink
U611 AB16C,122,8,HP011,134,3,FP011,137,7,PP011,164,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 D14S,123,1,HF010,130,1,HF020,148,1,HF031,164,5,HA011,172,7,HA031,176,12,HA021,186,1,FB011,189,8,HA041,199,4,FB021,207,6,PB011,221,1,PS023,224,1,HL023,,,Sink
U613 D14P,123,1,HF010,130,1,HF020,148,1,HF031,165,5,HA011,175,7,HA031,177,12,HA021,189,1,FB011,190,8,HA041,200,4,FB021,210,6,PB011,221,1,PS023,224,1,HL023,,,Sink
U613 T12S,123,1,HF010,130,1,HF020,148,1,HF031,165,6,HA021,176,8,HA041,190,3,FB021,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U612 D18P,123,1,HF010,130,1,HF020,148,1,HF031,169,4,HA011,176,7,HA031,189,1,FB011,191,8,HA041,203,4,FB021,213,6,PB011,240,1,PS023,241,1,HL023,,,Sink,,,
U611 AB17C,123,8,HP011,135,3,FP011,140,7,PP011,164,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 E39C,123,1,HF010,130,1,HF020,148,1,HF031,171,8,HA021,184,4,FB021,197,5,PB011,220,1,HL023,,,Sink,,,,,,,,,,,,,,,
U613 T11P,126,1,HF010,133,1,HF020,149,1,HF031,164,6,HA021,175,8,HA041,186,3,FB021,196,3,FB031,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,
U613 D11S,126,1,HF010,133,1,HF020,149,1,HF031,165,5,HA011,175,7,HA031,177,12,HA021,189,1,FB011,190,8,HA041,200,5,FB021,217,6,PB011,238,1,PS023,239,1,HL023,,,Sink
U612 D18S,126,1,HF010,133,1,HF020,149,1,HF031,168,4,HA011,175,7,HA031,185,1,FB011,190,8,HA041,200,4,FB021,211,6,PB011,240,1,PS023,241,1,HL023,,,Sink,,,
U613 D15P,126,1,HF010,133,1,HF020,149,1,HF031,168,5,HA011,176,7,HA031,179,11,HA021,189,1,FB011,191,8,HA041,203,4,FB021,211,6,PB011,221,1,PS023,224,1,HL023,,,Sink
U613 T17S,126,1,HF010,133,1,HF020,149,1,HF031,171,6,HA021,183,8,HA041,193,3,FB021,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U613 D15S,126,1,HF010,133,1,HF020,149,1,HF031,165,5,HA011,175,7,HA031,177,12,HA021,189,1,FB011,190,8,HA041,200,4,FB021,210,6,PB011,221,1,PS023,224,1,HL023,,,Sink
U613 T11S,126,1,HF010,133,1,HF020,149,1,HF031,165,6,HA021,176,8,HA041,189,3,FB021,197,4,FB031,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,
U613 T12P,126,1,HF010,133,1,HF020,149,1,HF031,164,6,HA021,175,8,HA041,186,3,FB021,193,3,FB031,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,
U613 D11P,126,1,HF010,133,1,HF020,149,1,HF031,179,5,HA021,189,1,FB011,191,8,HA041,203,5,FB021,217,5,PB011,238,1,PS023,239,1,HL023,,,Sink,,,,,,
U612 F32C,126,1,HF010,133,1,HF020,149,1,HF031,163,6,HA021,175,20,HA041,211,7,PB011,238,1,HL034,,,Sink,,,,,,,,,,,,,,,
U612 D19S,127,1,HF010,134,1,HF020,150,1,HF031,168,5,HA011,176,7,HA031,189,1,FB011,191,8,HA041,203,4,FB021,213,6,PB011,240,1,PS023,241,1,HL023,,,Sink,,,
U613 D16S,127,1,HF010,134,1,HF020,150,1,HF031,165,6,HA011,176,7,HA031,186,1,FB011,191,8,HA041,203,4,FB021,211,6,PB011,225,1,PS023,226,1,HL023,,,Sink,,,
U612 D19P,127,1,HF010,134,1,HF020,150,1,HF031,179,5,HA021,190,1,FB011,192,8,HA041,204,4,FB021,214,6,PB011,240,1,PS023,241,1,HL023,,,Sink,,,,,,
U613 B13P,127,5,HA011,135,8,HA031,141,5,HA021,151,9,HA041,164,3,FB021,171,1,HL011,,,Sink,,,,,,,,,,,,,,,,,,
U613 D16P,127,1,HF010,134,1,HF020,150,1,HF031,179,5,HA021,189,1,FB011,192,8,HA041,204,4,FB021,212,6,PB011,225,1,PS023,226,1,HL023,,,Sink,,,,,,
U613 D17P,128,1,HF010,135,1,HF020,151,1,HF031,170,4,HA011,179,7,HA031,191,1,FB011,193,8,HA041,205,4,FB021,213,6,PB011,225,1,PS023,226,1,HL023,,,Sink,,,
U613 B13S,128,5,HA011,136,8,HA031,154,9,HA041,165,3,FB021,171,1,HL011,,,Sink,,,,,,,,,,,,,,,,,,,,,
U613 D17S,128,1,HF010,135,1,HF020,151,1,HF031,168,5,HA011,177,7,HA031,190,1,FB011,192,8,HA041,204,4,FB021,212,6,PB011,225,1,PS023,226,1,HL023,,,Sink,,,
U611 PH21C,129,56,FP023,169,30,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 T17P,130,1,HF010,137,1,HF020,155,1,HF031,170,6,HA021,182,8,HA041,192,3,FB021,204,3,FB031,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,
U613 L12C,130,1,HF010,137,1,HF020,155,1,HF031,170,6,HA021,182,8,HA041,192,2,FB021,210,2,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U613 T14P,130,1,HF010,137,1,HF020,155,1,HF031,170,6,HA021,182,8,HA041,192,3,FB021,200,3,FB031,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,
U613 T14S,130,1,HF010,137,1,HF020,155,1,HF031,171,6,HA021,183,8,HA041,193,3,FB021,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U611 AA21C,130,9,HP011,144,3,FP011,150,8,PP011,176,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 L14C,133,1,HF010,140,1,HF020,156,1,HF031,171,6,HA021,183,8,HA041,193,2,FB021,210,2,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U613 L11C,133,1,HF010,140,1,HF020,156,1,HF031,171,6,HA021,183,8,HA041,193,2,FB021,210,2,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U613 T15P,133,1,HF010,140,1,HF020,156,1,HF031,171,6,HA021,183,8,HA041,193,3,FB021,203,3,FB031,211,1,PS023,212,1,HL023,,,Sink,,,,,,,,,
U613 D91S,133,1,HF010,140,1,HF020,156,1,HF031,183,10,HA021,197,4,FB021,211,6,PB011,224,1,HL023,,,Sink,,,,,,,,,,,,,,,
U613 D91P,133,1,HF010,140,1,HF020,156,1,HF031,183,10,HA021,197,4,FB021,210,6,PB011,224,1,HL023,,,Sink,,,,,,,,,,,,,,,
U613 T18P,134,1,HF010,141,1,HF020,157,1,HF031,182,6,HA021,191,8,HA041,203,3,FB021,219,1,PS023,220,1,HL034,,,Sink,,,,,,,,,,,,
U613 L13C,134,1,HF010,141,1,HF020,157,1,HF031,172,6,HA021,184,8,HA041,196,2,FB021,210,2,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U613 L15C,134,1,HF010,141,1,HF020,157,1,HF031,172,6,HA021,184,8,HA041,196,2,FB021,210,2,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U613 L16C,135,1,HF010,143,1,HF020,158,1,HF031,175,6,HA021,185,8,HA041,197,2,FB021,210,2,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U612 AE13C,135,10,HP011,151,8,FP011,165,6,PP011,189,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 L18C,136,1,HF010,144,1,HF020,161,1,HF031,176,6,HA021,186,8,HA041,198,2,FB021,214,2,PS023,218,1,HL034,,,Sink,,,,,,,,,,,,
U613 E91C,136,1,HF010,144,1,HF020,161,1,HF031,175,5,HA011,186,10,HA031,193,11,HA021,200,2,FB011,205,10,HA041,219,8,FB021,240,6,PB011,256,1,PS023,,,Sink,,,
U613 L17C,136,1,HF010,144,1,HF020,161,1,HF031,176,6,HA021,186,8,HA041,198,2,FB021,210,2,PS023,212,1,HL023,,,Sink,,,,,,,,,,,,
U613 L19C,140,1,HF010,149,1,HF020,163,1,HF031,179,6,HA021,190,8,HA041,200,2,FB021,214,2,PS023,218,1,HL034,,,Sink,,,,,,,,,,,,
U613 T18S,140,1,HF010,149,1,HF020,163,1,HF031,179,6,HA021,190,8,HA041,200,3,FB021,217,1,PS023,218,1,HL034,,,Sink,,,,,,,,,,,,
U612 AE12C,140,10,HP011,156,11,FP011,172,7,PP011,189,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U612 T18P,140,1,HF010,149,1,HF020,163,1,HF031,186,6,HA021,197,8,HA041,207,3,FB021,225,1,PS023,226,1,HL034,,,Sink,,,,,,,,,,,,
U612 L18C,140,1,HF010,149,1,HF020,163,1,HF031,179,6,HA021,190,8,HA041,200,2,FB021,221,2,PS023,225,1,HL034,,,Sink,,,,,,,,,,,,
U614 E11C,141,1,HF010,150,1,HF020,164,1,HF031,179,12,HA011,191,21,HA031,212,4,FB011,220,16,HA041,252,15,FB021,275,7,PB011,298,1,HL023,,,Sink,,,,,,
U614 E12C,141,1,HF010,150,1,HF020,164,1,HF031,176,13,HA011,191,16,HA031,199,21,HA021,206,12,FB011,217,15,HA041,245,2,FB021,249,1,HL011,,,Sink,,,,,,
U612 T18S,143,1,HF010,151,1,HF020,165,1,HF031,183,6,HA021,192,8,HA041,204,3,FB021,224,1,PS023,225,1,HL034,,,Sink,,,,,,,,,,,,
U612 AB12C,143,8,HP011,156,6,FP011,165,7,PP011,190,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U612 L19C,143,1,HF010,151,1,HF020,165,1,HF031,183,6,HA021,192,8,HA041,204,2,FB021,221,2,PS023,225,1,HL034,,,Sink,,,,,,,,,,,,
U612 AB13C,148,8,HP011,158,6,FP011,168,7,PP011,190,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PB11C,151,18,HP023,155,39,FP023,182,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 AB14C,151,8,HP011,163,6,FP011,171,7,PP011,192,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U612 AB15C,154,8,HP011,164,6,FP011,172,7,PP011,192,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PE11C,155,20,HP023,157,48,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 E31P,155,1,HF010,162,1,HF020,176,1,HF031,191,15,HA011,205,18,HA031,213,13,HA021,221,2,FB011,226,11,HA041,249,7,FB021,270,5,PB011,309,1,PS023,310,1,HL023,,,Sink
U614 E31S,155,1,HF010,162,1,HF020,176,1,HF031,189,15,HA011,203,16,HA031,211,14,HA021,219,2,FB011,224,11,HA041,249,7,FB021,268,6,PB011,309,1,PS023,310,1,HL023,,,Sink
U611 PB12C,156,14,HP023,158,31,FP023,183,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 AB16C,156,8,HP011,168,3,FP011,171,7,PP011,193,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 PH21C,157,56,FP023,196,30,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 A11C,157,1,HF010,164,1,HF020,179,1,HF031,196,6,HA021,205,32,HA041,259,4,FB021,269,5,PB011,298,1,HL023,,,Sink,,,,,,,,,,,,
U611 AA31C,157,9,HP011,170,2,FP011,183,7,PP011,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 AB17C,157,8,HP011,169,3,FP011,172,7,PP011,193,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PS12P,158,14,HP023,168,17,FP023,182,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 E32P,158,1,HF010,165,1,HF020,182,1,HF031,196,6,HA011,206,12,HA031,214,14,HA021,224,2,FB011,227,11,HA041,252,7,FB021,270,5,PB011,309,1,PS023,310,1,HL023,,,Sink
U614 E32S,158,1,HF010,165,1,HF020,182,1,HF031,199,6,HA011,210,12,HA031,218,14,HA021,226,2,FB011,238,11,HA041,254,7,FB021,274,6,PB011,309,1,PS023,310,1,HL023,,,Sink
U611 AF21C,158,8,HP011,170,4,FP011,176,7,PP011,197,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
